risk_class,pop_night_total,pop_day_total,pop_night_ge65,pop_day_ge65,pop_night_outside,pop_day_outside,poziom,teryt_woj,wojewodztwo,teryt_pow,powiat,teryt_gmi,gmina
wysokie ryzyko,159.23778168126032,151.83273835876477,102.89984125857588,95.65095508257832,56.33794042268442,56.181783276186465,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219083,Żarów
niskie ryzyko,2435.7366260685344,2248.363273485287,1652.209954805233,1492.569168615688,783.5266712633011,755.7941048695991,gmina,04,KUJAWSKO-POMORSKIE,0461,Bydgoszcz,0461011,Bydgoszcz
wysokie ryzyko,5358.448028164148,5850.374253279776,4230.975151400939,4693.345524303285,1127.47287676321,1157.0287289764904,gmina,04,KUJAWSKO-POMORSKIE,0461,Bydgoszcz,0461011,Bydgoszcz
niskie ryzyko,265.60930215888527,246.41376495460625,100.33792209516504,83.14081917742755,165.27138006372024,163.27294577717868,gmina,04,KUJAWSKO-POMORSKIE,0462,Grudziądz,0462011,Grudziądz
wysokie ryzyko,361.02228559872583,855.0794436749985,243.2728403807483,740.3951791386853,117.74944521797752,114.68426453631324,gmina,04,KUJAWSKO-POMORSKIE,0462,Grudziądz,0462011,Grudziądz
niskie ryzyko,1101.1342189470824,1201.4474646915646,607.7809794451006,752.2513530982708,493.353239501982,449.1961115932937,gmina,04,KUJAWSKO-POMORSKIE,0463,Toruń,0463011,Toruń
wysokie ryzyko,1400.0825874502416,1841.2623018145105,567.4941338437934,1007.4477347660992,832.5884536064483,833.8145670484112,gmina,04,KUJAWSKO-POMORSKIE,0463,Toruń,0463011,Toruń
niskie ryzyko,977.5187792771844,1311.1914790117744,126.17640512422842,118.85900696381088,851.3423741529559,1192.3324720479636,gmina,04,KUJAWSKO-POMORSKIE,0464,Włocławek,0464011,Włocławek
wysokie ryzyko,3652.9027850341786,3128.752041901136,62.68202538492806,52.77872657907432,3590.220759649251,3075.973315322062,gmina,04,KUJAWSKO-POMORSKIE,0464,Włocławek,0464011,Włocławek
niskie ryzyko,554.4628658037092,539.8458064816823,448.4863923063437,446.8827593554389,105.97647349736545,92.9630471262434,gmina,04,KUJAWSKO-POMORSKIE,0401,aleksandrowski,0401042,Aleksandrów Kujawski
niskie ryzyko,6.076882958265963,6.076882958265964,0.0,0.0,6.076882958265963,6.076882958265964,gmina,04,KUJAWSKO-POMORSKIE,0401,aleksandrowski,0401011,Aleksandrów Kujawski
wysokie ryzyko,117.32740428466636,113.11750831058932,101.02642114969149,100.6594568290512,16.300983134974878,12.458051481538122,gmina,04,KUJAWSKO-POMORSKIE,0401,aleksandrowski,0401042,Aleksandrów Kujawski
niskie ryzyko,1887.052946925616,1934.1185521850475,1797.8427624399417,1845.45893699295,89.2101844856743,88.65961519209779,gmina,04,KUJAWSKO-POMORSKIE,0401,aleksandrowski,0401021,Ciechocinek
wysokie ryzyko,5511.620805133011,5080.115737078422,5466.28968470726,5032.958352636973,45.33112042575127,47.1573844414485,gmina,04,KUJAWSKO-POMORSKIE,0401,aleksandrowski,0401021,Ciechocinek
niskie ryzyko,12.94791027734725,10.969078727186329,12.94791027734725,10.969078727186329,0.0,0.0,gmina,04,KUJAWSKO-POMORSKIE,0401,aleksandrowski,0401062,Koneck
niskie ryzyko,70.31774679785052,62.49276638256655,70.31774679785052,62.49276638256655,0.0,0.0,gmina,04,KUJAWSKO-POMORSKIE,0401,aleksandrowski,0401031,Nieszawa
wysokie ryzyko,105.34626198632786,102.34288930969691,105.34626198632786,102.34288930969691,0.0,0.0,gmina,04,KUJAWSKO-POMORSKIE,0401,aleksandrowski,0401031,Nieszawa
niskie ryzyko,434.7611384469055,448.73161463474,323.5699141943212,337.5403903821557,111.19122425258428,111.19122425258428,gmina,04,KUJAWSKO-POMORSKIE,0401,aleksandrowski,0401072,Raciążek
wysokie ryzyko,127.11466592658309,160.39707942252076,116.74982707050562,150.0322405664433,10.364838856077457,10.364838856077457,gmina,04,KUJAWSKO-POMORSKIE,0401,aleksandrowski,0401072,Raciążek
niskie ryzyko,2.3333333333333335,2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,gmina,04,KUJAWSKO-POMORSKIE,0401,aleksandrowski,0401082,Waganiec
niskie ryzyko,192.3696832357566,175.98403944415546,190.72282161456516,175.15786206836543,1.646861621191447,0.8261773757900149,gmina,04,KUJAWSKO-POMORSKIE,0402,brodnicki,0402011,Brodnica
niskie ryzyko,5.374535560848923,5.136171297303474,0.0,0.0,5.374535560848923,5.136171297303474,gmina,04,KUJAWSKO-POMORSKIE,0402,brodnicki,0402032,Brodnica
wysokie ryzyko,555.9255782939249,694.9236364285304,463.2844332727578,645.2944762148524,92.64114502116718,49.62916021367799,gmina,04,KUJAWSKO-POMORSKIE,0402,brodnicki,0402011,Brodnica
niskie ryzyko,1.0,1.0,0.0,0.0,1.0,1.0,gmina,04,KUJAWSKO-POMORSKIE,0402,brodnicki,0402042,Brzozie
niskie ryzyko,816.5391367141633,814.3109248656685,176.1948488826977,170.5775806664537,640.3442878314656,643.7333441992149,gmina,04,KUJAWSKO-POMORSKIE,0403,bydgoski,0403012,Białe Błota
wysokie ryzyko,482.74699983093944,506.6293821921947,266.5428873153301,285.5218918318911,216.20411251560932,221.1074903603036,gmina,04,KUJAWSKO-POMORSKIE,0403,bydgoski,0403012,Białe Błota
niskie ryzyko,55.05566504129224,54.74742035956847,0.0,0.0,55.05566504129224,54.74742035956847,gmina,04,KUJAWSKO-POMORSKIE,0403,bydgoski,0403032,Dobrcz
wysokie ryzyko,14.930760687627789,14.814322372785824,0.0,0.0,14.930760687627789,14.814322372785824,gmina,04,KUJAWSKO-POMORSKIE,0403,bydgoski,0403032,Dobrcz
niskie ryzyko,608.5651582287107,586.3997824765687,341.40031648170964,322.9856210255011,267.164841747001,263.4141614510676,gmina,04,KUJAWSKO-POMORSKIE,0403,bydgoski,0403022,Dąbrowa Chełmińska
wysokie ryzyko,370.94793163582153,366.8360964534541,126.64038108895912,126.89892132932358,244.30755054686244,239.93717512413048,gmina,04,KUJAWSKO-POMORSKIE,0403,bydgoski,0403022,Dąbrowa Chełmińska
niskie ryzyko,309.9651312331757,353.1586427613461,302.53156551727767,344.35517263512685,7.433565715898048,8.803470126219196,gmina,04,KUJAWSKO-POMORSKIE,0403,bydgoski,0403043,Koronowo
wysokie ryzyko,1697.6883002346808,1650.7282817696507,1694.1481073679236,1647.1880889028937,3.54019286675722,3.54019286675722,gmina,04,KUJAWSKO-POMORSKIE,0403,bydgoski,0403043,Koronowo
niskie ryzyko,579.0413956025113,554.0045247402522,221.48431515889555,201.5908094003154,357.55708044361586,352.4137153399368,gmina,04,KUJAWSKO-POMORSKIE,0403,bydgoski,0403052,Nowa Wieś Wielka
wysokie ryzyko,925.9281432975256,846.405054021583,668.3650401737239,588.2413329929747,257.5631031238018,258.1637210286083,gmina,04,KUJAWSKO-POMORSKIE,0403,bydgoski,0403052,Nowa Wieś Wielka
niskie ryzyko,2.5373221832119617,2.5373221832119617,0.0,0.0,2.5373221832119617,2.5373221832119617,gmina,04,KUJAWSKO-POMORSKIE,0403,bydgoski,0403062,Osielsko
niskie ryzyko,604.4000011464825,601.8729688165,238.67794430673635,236.35147808918157,365.7220568397462,365.5214907273185,gmina,04,KUJAWSKO-POMORSKIE,0403,bydgoski,0403083,Solec Kujawski
wysokie ryzyko,1876.556529272817,1880.8218724900717,1465.7689356281603,1442.31848910031,410.7875936446566,438.50338338976167,gmina,04,KUJAWSKO-POMORSKIE,0403,bydgoski,0403083,Solec Kujawski
niskie ryzyko,660.4510072528622,558.2998815359698,242.96849664942113,240.31551808880025,417.482510603441,317.9843634471695,gmina,04,KUJAWSKO-POMORSKIE,0404,chełmiński,0404011,Chełmno
niskie ryzyko,2502.9068983672705,2485.576902840305,427.9549676142301,421.5375858933886,2074.9519307530404,2064.039316946916,gmina,04,KUJAWSKO-POMORSKIE,0404,chełmiński,0404022,Chełmno
wysokie ryzyko,624.6061069618269,459.3621335687368,0.0,0.0,624.6061069618269,459.3621335687368,gmina,04,KUJAWSKO-POMORSKIE,0404,chełmiński,0404011,Chełmno
wysokie ryzyko,1015.891622322255,1026.2548730574058,105.532592144989,105.41302766660796,910.359030177266,920.841845390798,gmina,04,KUJAWSKO-POMORSKIE,0404,chełmiński,0404022,Chełmno
niskie ryzyko,453.4241366009473,457.9514500767027,198.80193687416528,209.96019518221075,254.622199726782,247.991254894492,gmina,04,KUJAWSKO-POMORSKIE,0404,chełmiński,0404072,Unisław
wysokie ryzyko,154.29613535577974,150.3795250640031,104.55544551648865,94.007890392422,49.7406898392911,56.3716346715811,gmina,04,KUJAWSKO-POMORSKIE,0404,chełmiński,0404072,Unisław
niskie ryzyko,12.504241521084731,11.850050030500965,10.356443518288152,9.702252027704384,2.14779800279658,2.1477980027965797,gmina,04,KUJAWSKO-POMORSKIE,0405,golubsko-dobrzyński,0405022,Ciechocin
niskie ryzyko,164.23063551894273,282.42273442857623,0.0,0.0,164.23063551894273,282.42273442857623,gmina,04,KUJAWSKO-POMORSKIE,0405,golubsko-dobrzyński,0405011,Golub-Dobrzyń
niskie ryzyko,22.61799725764993,21.290161855300248,14.52259625143159,13.19476084908191,8.095401006218339,8.095401006218339,gmina,04,KUJAWSKO-POMORSKIE,0405,golubsko-dobrzyński,0405032,Golub-Dobrzyń
wysokie ryzyko,28.656494170693513,30.060307496452943,0.0,0.0,28.656494170693513,30.060307496452943,gmina,04,KUJAWSKO-POMORSKIE,0405,golubsko-dobrzyński,0405011,Golub-Dobrzyń
wysokie ryzyko,2.0238502515545846,2.0238502515545846,0.0,0.0,2.0238502515545846,2.0238502515545846,gmina,04,KUJAWSKO-POMORSKIE,0405,golubsko-dobrzyński,0405032,Golub-Dobrzyń
niskie ryzyko,1235.9974763518812,1231.942258169116,757.3504614340535,755.9871452829763,478.64701491782785,475.9551128861398,gmina,04,KUJAWSKO-POMORSKIE,0406,grudziądzki,0406012,Grudziądz
wysokie ryzyko,478.9790140053975,472.9999755288836,245.69266004729815,241.46597718516975,233.28635395809945,231.5339983437139,gmina,04,KUJAWSKO-POMORSKIE,0406,grudziądzki,0406012,Grudziądz
niskie ryzyko,11.44550642448892,11.44550642448892,4.026364635634132,4.026364635634132,7.419141788854787,7.419141788854787,gmina,04,KUJAWSKO-POMORSKIE,0406,grudziądzki,0406052,Rogóźno
wysokie ryzyko,5.689821128331188,5.689821128331188,0.0,0.0,5.689821128331188,5.689821128331188,gmina,04,KUJAWSKO-POMORSKIE,0406,grudziądzki,0406052,Rogóźno
niskie ryzyko,9.104464827398845,9.104464827398845,1.0724039166056083,1.0724039166056083,8.032060910793236,8.032060910793234,gmina,04,KUJAWSKO-POMORSKIE,0406,grudziądzki,0406033,Łasin
niskie ryzyko,35.637791541868836,35.637791541868836,0.0,0.0,35.637791541868836,35.637791541868836,gmina,04,KUJAWSKO-POMORSKIE,0406,grudziądzki,0406062,Świecie nad Osą
niskie ryzyko,14.075325100592154,13.558000061927968,0.4414738979324372,0.4414738979324373,13.633851202659717,13.11652616399553,gmina,04,KUJAWSKO-POMORSKIE,0407,inowrocławski,0407042,Inowrocław
wysokie ryzyko,1.0066207783670795,1.262081002925109,1.0066207783670795,1.262081002925109,0.0,0.0,gmina,04,KUJAWSKO-POMORSKIE,0407,inowrocławski,0407011,Inowrocław
niskie ryzyko,24.10165951848597,24.10165951848597,0.0,0.0,24.10165951848597,24.10165951848597,gmina,04,KUJAWSKO-POMORSKIE,0407,inowrocławski,0407053,Janikowo
wysokie ryzyko,4.833850038056695,4.833850038056696,0.0,0.0,4.833850038056695,4.833850038056696,gmina,04,KUJAWSKO-POMORSKIE,0407,inowrocławski,0407053,Janikowo
niskie ryzyko,163.75880698074985,151.49359877953725,45.63760847616852,39.086916411877205,118.12119850458134,112.40668236766004,gmina,04,KUJAWSKO-POMORSKIE,0407,inowrocławski,0407063,Kruszwica
wysokie ryzyko,45.23286511686852,45.060563478159565,4.053858104129655,3.8815564654207018,41.179007012738865,41.179007012738865,gmina,04,KUJAWSKO-POMORSKIE,0407,inowrocławski,0407063,Kruszwica
niskie ryzyko,620.2193524837493,625.3912363020587,584.9910138374319,590.1628976557413,35.228338646317496,35.228338646317496,gmina,04,KUJAWSKO-POMORSKIE,0407,inowrocławski,0407073,Pakość
wysokie ryzyko,981.8715358342832,1027.5039139909018,976.1991680300534,1021.831546186672,5.672367804229791,5.672367804229791,gmina,04,KUJAWSKO-POMORSKIE,0407,inowrocławski,0407073,Pakość
niskie ryzyko,0.3551093708599523,0.3551093708599523,0.0,0.0,0.3551093708599523,0.3551093708599523,gmina,04,KUJAWSKO-POMORSKIE,0407,inowrocławski,0407092,Złotniki Kujawskie
niskie ryzyko,166.8380832355605,166.0033366369052,135.8412346934144,135.72870658825894,30.996848542146083,30.274630048646227,gmina,04,KUJAWSKO-POMORSKIE,0408,lipnowski,0408023,Bobrowniki
wysokie ryzyko,228.36070160386632,220.5205098835131,220.48570160386632,212.6455098835131,7.875,7.875,gmina,04,KUJAWSKO-POMORSKIE,0408,lipnowski,0408023,Bobrowniki
niskie ryzyko,6.508446023093848,6.508446023093848,6.508446023093848,6.508446023093848,0.0,0.0,gmina,04,KUJAWSKO-POMORSKIE,0408,lipnowski,0408011,Lipno
niskie ryzyko,14.04860370929586,12.974777292152506,13.477175137867288,12.403348720723937,0.5714285714285714,0.5714285714285714,gmina,04,KUJAWSKO-POMORSKIE,0408,lipnowski,0408073,Skępe
niskie ryzyko,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0,0.0,gmina,04,KUJAWSKO-POMORSKIE,0408,lipnowski,0408082,Tłuchowo
niskie ryzyko,26.50632953590999,26.49730858039971,1.9757379689617292,1.9757379689617292,24.530591566948264,24.52157061143798,gmina,04,KUJAWSKO-POMORSKIE,0409,mogileński,0409022,Jeziora Wielkie
wysokie ryzyko,3.0,3.0,3.0,3.0,0.0,0.0,gmina,04,KUJAWSKO-POMORSKIE,0409,mogileński,0409022,Jeziora Wielkie
niskie ryzyko,282.1136303265391,297.05032140482723,185.66125008123385,201.75822204333127,96.45238024530536,95.29209936149594,gmina,04,KUJAWSKO-POMORSKIE,0410,nakielski,0410033,Nakło nad Notecią
wysokie ryzyko,268.0028975190928,262.56717792013546,253.7686079073655,248.3328883084082,14.234289611727284,14.234289611727284,gmina,04,KUJAWSKO-POMORSKIE,0410,nakielski,0410033,Nakło nad Notecią
niskie ryzyko,293.0464524955668,337.2463317659049,230.14806477653548,274.2738605524948,62.898387719031334,62.97247121341016,gmina,04,KUJAWSKO-POMORSKIE,0410,nakielski,0410053,Szubin
wysokie ryzyko,242.42721080073613,286.4066070554152,137.81325966384094,183.4277587359838,104.61395113689522,102.97884831943138,gmina,04,KUJAWSKO-POMORSKIE,0410,nakielski,0410053,Szubin
niskie ryzyko,0.562352414530867,0.5603441932239777,0.5442875289267701,0.5422793076198807,0.0180648856040968,0.0180648856040968,gmina,04,KUJAWSKO-POMORSKIE,0411,radziejowski,0411022,Bytoń
wysokie ryzyko,0.5927753464950678,0.5927753464950678,0.5927753464950678,0.5927753464950678,0.0,0.0,gmina,04,KUJAWSKO-POMORSKIE,0411,radziejowski,0411022,Bytoń
niskie ryzyko,9.85030736360528,9.850307363605278,3.902193096010419,3.9021930960104183,5.94811426759486,5.9481142675948595,gmina,04,KUJAWSKO-POMORSKIE,0411,radziejowski,0411053,Piotrków Kujawski
wysokie ryzyko,1.8589272832303292,1.8589272832303292,1.8589272832303292,1.8589272832303292,0.0,0.0,gmina,04,KUJAWSKO-POMORSKIE,0411,radziejowski,0411053,Piotrków Kujawski
niskie ryzyko,11.154273081159786,11.154273081159786,0.0,0.0,11.154273081159786,11.154273081159786,gmina,04,KUJAWSKO-POMORSKIE,0411,radziejowski,0411062,Radziejów
niskie ryzyko,13.828945668502868,11.847726979841507,6.119675292527873,4.16300780962407,7.709270375974995,7.684719170217437,gmina,04,KUJAWSKO-POMORSKIE,0411,radziejowski,0411072,Topólka
wysokie ryzyko,0.0976262481451803,0.1866845699563976,0.0,0.0,0.0976262481451803,0.1866845699563976,gmina,04,KUJAWSKO-POMORSKIE,0411,radziejowski,0411072,Topólka
niskie ryzyko,1.1428571428571428,1.1428571428571428,0.0,0.0,1.1428571428571428,1.1428571428571428,gmina,04,KUJAWSKO-POMORSKIE,0412,rypiński,0412032,Rogowo
niskie ryzyko,17.14551662355242,14.948299730997656,17.14551662355242,14.948299730997656,0.0,0.0,gmina,04,KUJAWSKO-POMORSKIE,0412,rypiński,0412011,Rypin
niskie ryzyko,2.4375,2.424071196496681,0.0,0.0,2.4375,2.424071196496681,gmina,04,KUJAWSKO-POMORSKIE,0412,rypiński,0412042,Rypin
wysokie ryzyko,7.10220048263627,7.30530312227323,7.10220048263627,7.30530312227323,0.0,0.0,gmina,04,KUJAWSKO-POMORSKIE,0412,rypiński,0412011,Rypin
niskie ryzyko,20.09686582472203,20.05298066628795,9.91653154444749,9.872646386013407,10.180334280274542,10.180334280274542,gmina,04,KUJAWSKO-POMORSKIE,0412,rypiński,0412052,Skrwilno
niskie ryzyko,1.0,1.0,0.0,0.0,1.0,1.0,gmina,04,KUJAWSKO-POMORSKIE,0412,rypiński,0412062,Wąpielsk
niskie ryzyko,5.320812658782193,4.512541918423927,5.320812658782193,4.512541918423927,0.0,0.0,gmina,04,KUJAWSKO-POMORSKIE,0413,sępoleński,0413013,Kamień Krajeński
niskie ryzyko,23.5,24.042486046839528,1.0,1.0,22.5,23.042486046839528,gmina,04,KUJAWSKO-POMORSKIE,0415,toruński,0415032,Czernikowo
wysokie ryzyko,20.569767243535807,20.16290270840616,0.0,0.0,20.569767243535807,20.16290270840616,gmina,04,KUJAWSKO-POMORSKIE,0415,toruński,0415032,Czernikowo
niskie ryzyko,1147.226090544028,1223.3883585401384,676.9454585219546,659.7678610401022,470.2806320220733,563.6204975000362,gmina,04,KUJAWSKO-POMORSKIE,0415,toruński,0415042,Lubicz
wysokie ryzyko,872.1282668010712,837.2382806118612,607.9599634974182,586.7626586829814,264.168303303653,250.4756219288797,gmina,04,KUJAWSKO-POMORSKIE,0415,toruński,0415042,Lubicz
niskie ryzyko,388.01286651170926,386.1605151392028,0.0,0.0,388.01286651170926,386.1605151392028,gmina,04,KUJAWSKO-POMORSKIE,0415,toruński,0415072,Obrowo
wysokie ryzyko,568.1181444948635,568.4026580513172,0.0,0.0,568.1181444948635,568.4026580513172,gmina,04,KUJAWSKO-POMORSKIE,0415,toruński,0415072,Obrowo
niskie ryzyko,1278.1095147643246,1286.223347914634,791.0652253941146,781.264915470543,487.0442893702098,504.9584324440908,gmina,04,KUJAWSKO-POMORSKIE,0415,toruński,0415082,Wielka Nieszawka
wysokie ryzyko,958.2817231959626,961.082435187897,813.129925914393,825.2410954436178,145.15179728156974,135.8413397442792,gmina,04,KUJAWSKO-POMORSKIE,0415,toruński,0415082,Wielka Nieszawka
niskie ryzyko,1867.5549755137483,1825.60704188542,267.9611049114844,265.87659330924004,1599.593870602264,1559.7304485761802,gmina,04,KUJAWSKO-POMORSKIE,0415,toruński,0415092,Zławieś Wielka
wysokie ryzyko,1385.1362846155937,1343.7636302583244,99.98186366592851,99.98186366592851,1285.154420949665,1243.7817665923958,gmina,04,KUJAWSKO-POMORSKIE,0415,toruński,0415092,Zławieś Wielka
niskie ryzyko,10.090029776404798,9.821418106525286,4.787795961325137,4.787795961325137,5.302233815079661,5.03362214520015,gmina,04,KUJAWSKO-POMORSKIE,0416,tucholski,0416063,Tuchola
wysokie ryzyko,1.5661668799753328,1.1739435883420064,0.0,0.0,1.5661668799753328,1.1739435883420064,gmina,04,KUJAWSKO-POMORSKIE,0416,tucholski,0416063,Tuchola
niskie ryzyko,5.9841141913533145,5.9841141913533145,0.0,0.0,5.9841141913533145,5.9841141913533145,gmina,04,KUJAWSKO-POMORSKIE,0418,włocławski,0418022,Baruchowo
niskie ryzyko,3.707483391641868,3.707483391641868,0.0,0.0,3.707483391641868,3.707483391641868,gmina,04,KUJAWSKO-POMORSKIE,0418,włocławski,0418032,Boniewo
niskie ryzyko,54.08787911202479,53.96367570346422,35.1535092936037,35.02930588504313,18.93436981842109,18.93436981842109,gmina,04,KUJAWSKO-POMORSKIE,0418,włocławski,0418043,Brześć Kujawski
wysokie ryzyko,63.11311966706855,52.713037535964354,32.3023841392857,21.9023020081815,30.810735527782853,30.810735527782853,gmina,04,KUJAWSKO-POMORSKIE,0418,włocławski,0418043,Brześć Kujawski
niskie ryzyko,13.524706031125088,13.500941859378752,2.1672261627865836,2.1434619910402484,11.357479868338505,11.357479868338505,gmina,04,KUJAWSKO-POMORSKIE,0418,włocławski,0418052,Choceń
niskie ryzyko,0.3608436437082976,0.3608436437082976,0.0,0.0,0.3608436437082976,0.3608436437082976,gmina,04,KUJAWSKO-POMORSKIE,0418,włocławski,0418063,Chodecz
niskie ryzyko,35.11904761904762,35.11904761904762,0.0,0.0,35.11904761904762,35.11904761904762,gmina,04,KUJAWSKO-POMORSKIE,0418,włocławski,0418072,Fabianki
wysokie ryzyko,11.831406473988537,11.831406473988531,0.0,0.0,11.831406473988537,11.831406473988531,gmina,04,KUJAWSKO-POMORSKIE,0418,włocławski,0418072,Fabianki
niskie ryzyko,47.879190639670746,47.879190639670746,0.0,0.0,47.879190639670746,47.879190639670746,gmina,04,KUJAWSKO-POMORSKIE,0418,włocławski,0418092,Kowal
niskie ryzyko,4.980100896860987,4.747697365680821,4.0,4.0,0.9801008968609864,0.7476973656808217,gmina,04,KUJAWSKO-POMORSKIE,0418,włocławski,0418102,Lubanie
niskie ryzyko,48.0701300277861,37.53426530178052,22.265871595960128,11.730006869954554,25.804258431825968,25.80425843182597,gmina,04,KUJAWSKO-POMORSKIE,0418,włocławski,0418113,Lubień Kujawski
wysokie ryzyko,0.4162961610005335,0.4162961610005335,0.0,0.0,0.4162961610005335,0.4162961610005335,gmina,04,KUJAWSKO-POMORSKIE,0418,włocławski,0418113,Lubień Kujawski
niskie ryzyko,40.39481567003143,40.29057860857872,34.60420770885788,34.49997064740517,5.790607961173547,5.790607961173547,gmina,04,KUJAWSKO-POMORSKIE,0418,włocławski,0418123,Lubraniec
