risk_class,pop_night_total,pop_day_total,pop_night_ge65,pop_day_ge65,pop_night_outside,pop_day_outside,poziom,teryt_woj,wojewodztwo,teryt_pow,powiat,teryt_gmi,gmina
wysokie ryzyko,509.75989247267,578.941858579638,499.3704637164295,568.5524298233976,10.389428756240523,10.389428756240523,gmina,18,PODKARPACKIE,1802,brzozowski,1802013,Brzozów
niskie ryzyko,75.20623232192776,74.80219967878007,71.92300996857338,71.5189773254257,3.283222353354376,3.283222353354376,gmina,18,PODKARPACKIE,1802,brzozowski,1802022,Domaradz
wysokie ryzyko,17.40603422170166,15.754105888045624,17.40603422170166,15.754105888045624,0.0,0.0,gmina,18,PODKARPACKIE,1802,brzozowski,1802022,Domaradz
niskie ryzyko,289.8193913871298,308.8180127816298,227.28121246459543,225.11225120588844,62.538178922534414,83.70576157574143,gmina,18,PODKARPACKIE,1802,brzozowski,1802032,Dydnia
wysokie ryzyko,374.9929891471398,370.0026259686006,357.7537171597553,352.34236789144336,17.23927198738452,17.66025807715726,gmina,18,PODKARPACKIE,1802,brzozowski,1802032,Dydnia
niskie ryzyko,177.56853349487722,186.65362900655697,113.4591029905446,123.17140803221692,64.10943050433262,63.48222097434009,gmina,18,PODKARPACKIE,1802,brzozowski,1802042,Haczów
wysokie ryzyko,172.30239232984144,173.64636200229222,157.2007895611575,158.54475923360832,15.10160276868387,15.10160276868387,gmina,18,PODKARPACKIE,1802,brzozowski,1802042,Haczów
niskie ryzyko,178.12586460225373,174.12821339435567,134.72291913046752,130.72526792256946,43.40294547178618,43.40294547178619,gmina,18,PODKARPACKIE,1802,brzozowski,1802052,Jasienica Rosielna
wysokie ryzyko,10.457041988972035,10.457041988972035,10.457041988972035,10.457041988972035,0.0,0.0,gmina,18,PODKARPACKIE,1802,brzozowski,1802052,Jasienica Rosielna
niskie ryzyko,600.4087340305645,594.6098251649995,352.984344781193,348.7213935728767,247.42438924937153,245.8884315921228,gmina,18,PODKARPACKIE,1802,brzozowski,1802062,Nozdrzec
wysokie ryzyko,359.3815100763246,357.364852132815,257.3610009567866,255.344343013277,102.02050911953802,102.020509119538,gmina,18,PODKARPACKIE,1802,brzozowski,1802062,Nozdrzec
niskie ryzyko,309.51209472159786,294.52986175632816,250.70145345866553,235.7569264256523,58.81064126293237,58.772935330675864,gmina,18,PODKARPACKIE,1803,dębicki,1803023,Brzostek
wysokie ryzyko,200.07015164536148,224.42502331267085,158.36744562576268,157.0234620594984,41.70270601959879,67.40156125317243,gmina,18,PODKARPACKIE,1803,dębicki,1803023,Brzostek
niskie ryzyko,307.95711672668125,276.32717553862136,231.69454469606032,200.83575026525008,76.26257203062099,75.49142527337133,gmina,18,PODKARPACKIE,1803,dębicki,1803032,Czarna
wysokie ryzyko,78.56587246911064,211.0834291654212,55.11578247129543,189.3018193528454,23.45008999781522,21.781609812575812,gmina,18,PODKARPACKIE,1803,dębicki,1803032,Czarna
niskie ryzyko,1742.2258409556446,2025.6343118494085,1738.893404722008,2022.3018756157717,3.3324362336367233,3.3324362336367237,gmina,18,PODKARPACKIE,1803,dębicki,1803011,Dębica
niskie ryzyko,238.69276914107655,236.41311624062928,163.95518229916073,162.82206695003836,74.7375868419158,73.59104929059092,gmina,18,PODKARPACKIE,1803,dębicki,1803042,Dębica
wysokie ryzyko,2162.783246430521,2244.447859278323,2162.783246430521,2244.447859278323,0.0,0.0,gmina,18,PODKARPACKIE,1803,dębicki,1803011,Dębica
wysokie ryzyko,46.24206853828861,46.242068538288606,46.24206853828861,46.242068538288606,0.0,0.0,gmina,18,PODKARPACKIE,1803,dębicki,1803042,Dębica
niskie ryzyko,32.61561717938768,32.58470999204449,14.976254155343218,14.945346968000027,17.63936302404446,17.63936302404446,gmina,18,PODKARPACKIE,1803,dębicki,1803052,Jodłowa
wysokie ryzyko,12.165703572278035,10.1044433665974,4.262978490405042,2.201718284724403,7.902725081872994,7.902725081872995,gmina,18,PODKARPACKIE,1803,dębicki,1803052,Jodłowa
niskie ryzyko,222.5095764061931,215.25970450921392,183.3450445556488,176.91053667011204,39.16453185054431,38.34916783910188,gmina,18,PODKARPACKIE,1803,dębicki,1803063,Pilzno
wysokie ryzyko,39.52912869536419,39.82933792125985,26.167108421427056,26.467317647322716,13.362020273937135,13.362020273937135,gmina,18,PODKARPACKIE,1803,dębicki,1803063,Pilzno
niskie ryzyko,438.9060309421765,419.827933854839,329.18984093417237,319.11456906845956,109.71619000800416,100.7133647863794,gmina,18,PODKARPACKIE,1803,dębicki,1803072,Żyraków
wysokie ryzyko,455.5973698576346,486.6151836305,423.0850510619497,454.5963780560037,32.512318795684976,32.01880557449635,gmina,18,PODKARPACKIE,1803,dębicki,1803072,Żyraków
niskie ryzyko,43.89886872732695,42.58264924688447,40.572686674168565,39.25646719372608,3.3261820531583925,3.3261820531583925,gmina,18,PODKARPACKIE,1804,jarosławski,1804032,Chłopice
niskie ryzyko,2714.0463630295835,2528.036630831044,2330.2316544384144,2152.236203963372,383.8147085911695,375.80042686767166,gmina,18,PODKARPACKIE,1804,jarosławski,1804011,Jarosław
niskie ryzyko,2575.347842083819,2562.9477970171856,1274.1211091674013,1270.4654415883329,1301.226732916418,1292.4823554288528,gmina,18,PODKARPACKIE,1804,jarosławski,1804042,Jarosław
wysokie ryzyko,3441.4307404662363,3293.523271687798,3083.2792668560255,2929.0021435669587,358.15147361021127,364.5211281208393,gmina,18,PODKARPACKIE,1804,jarosławski,1804011,Jarosław
wysokie ryzyko,2446.291924576679,2449.891067627451,1271.551794932643,1265.8991256370427,1174.7401296440362,1183.9919419904083,gmina,18,PODKARPACKIE,1804,jarosławski,1804042,Jarosław
niskie ryzyko,836.6819995684092,829.7835183265615,643.5745580334485,636.229440295252,193.1074415349607,193.5540780313096,gmina,18,PODKARPACKIE,1804,jarosławski,1804052,Laszki
wysokie ryzyko,1221.0538213784605,1241.067574912841,867.2147921390479,874.2244081252048,353.83902923941264,366.8431667876363,gmina,18,PODKARPACKIE,1804,jarosławski,1804052,Laszki
niskie ryzyko,2066.6966377949657,2018.7855709270675,1475.3592582745514,1427.689719130352,591.3373795204146,591.0958517967156,gmina,18,PODKARPACKIE,1804,jarosławski,1804082,Radymno
niskie ryzyko,410.0927890182171,407.9937219989247,258.56773375241016,256.7253869875268,151.52505526580697,151.26833501139785,gmina,18,PODKARPACKIE,1804,jarosławski,1804021,Radymno
wysokie ryzyko,396.0796972199061,408.8328192026966,277.8360604053237,291.4762949086773,118.24363681458244,117.35652429401932,gmina,18,PODKARPACKIE,1804,jarosławski,1804021,Radymno
wysokie ryzyko,2095.7578564493724,2077.8267607151724,1555.0493434640034,1536.8138359237312,540.7085129853688,541.0129247914414,gmina,18,PODKARPACKIE,1804,jarosławski,1804082,Radymno
niskie ryzyko,8.742425000399162,8.62173717598987,8.742425000399162,8.62173717598987,0.0,0.0,gmina,18,PODKARPACKIE,1804,jarosławski,1804092,Rokietnica
wysokie ryzyko,13.9534389774346,13.9534389774346,0.0,0.0,13.9534389774346,13.9534389774346,gmina,18,PODKARPACKIE,1804,jarosławski,1804092,Rokietnica
niskie ryzyko,1994.0076538279632,1978.3172160279144,1416.407415473337,1403.0119804319054,577.600238354626,575.3052355960092,gmina,18,PODKARPACKIE,1804,jarosławski,1804112,Wiązownica
wysokie ryzyko,2765.753790434663,2838.637127488239,1800.4926072330186,1885.8535139710136,965.2611832016448,952.7836135172256,gmina,18,PODKARPACKIE,1804,jarosławski,1804112,Wiązownica
niskie ryzyko,162.4520430360751,162.4122211646772,162.4520430360751,162.4122211646772,0.0,0.0,gmina,18,PODKARPACKIE,1805,jasielski,1805022,Brzyska
wysokie ryzyko,50.81502071233243,50.81502071233243,50.81502071233243,50.81502071233243,0.0,0.0,gmina,18,PODKARPACKIE,1805,jasielski,1805022,Brzyska
niskie ryzyko,119.87911609358603,126.1910125570345,113.62917928134068,119.94107574478916,6.24993681224535,6.249936812245351,gmina,18,PODKARPACKIE,1805,jasielski,1805032,Dębowiec
wysokie ryzyko,31.657228539515444,30.497829524328736,31.657228539515444,30.497829524328736,0.0,0.0,gmina,18,PODKARPACKIE,1805,jasielski,1805032,Dębowiec
niskie ryzyko,2235.034476911257,2349.191662154154,2048.0755067972727,2163.8151580657054,186.9589701139845,185.3765040884486,gmina,18,PODKARPACKIE,1805,jasielski,1805011,Jasło
niskie ryzyko,398.6112010156807,388.5484846403977,311.7923717790152,300.1003987655886,86.81882923666556,88.44808587480915,gmina,18,PODKARPACKIE,1805,jasielski,1805042,Jasło
wysokie ryzyko,5659.671671780423,5436.647079988299,5487.145931592459,5268.886036710518,172.52574018796352,167.7610432777811,gmina,18,PODKARPACKIE,1805,jasielski,1805011,Jasło
wysokie ryzyko,256.904966180184,239.086424955042,201.87379064273696,184.64354004711456,55.03117553744703,54.44288490792741,gmina,18,PODKARPACKIE,1805,jasielski,1805042,Jasło
niskie ryzyko,284.9406569637353,273.298123920352,233.42631286388144,225.4839118787982,51.51434409985382,47.8142120415538,gmina,18,PODKARPACKIE,1805,jasielski,1805053,Kołaczyce
wysokie ryzyko,201.62074633787344,197.8746411604242,152.1784783099556,151.21790406256602,49.442268027917834,46.656737097858176,gmina,18,PODKARPACKIE,1805,jasielski,1805053,Kołaczyce
niskie ryzyko,11.66515045797486,11.57238220819151,11.289284390997146,11.1965161412138,0.3758660669777132,0.3758660669777132,gmina,18,PODKARPACKIE,1805,jasielski,1805062,Krempna
niskie ryzyko,167.90771891211512,171.31748978525098,147.13854136645313,150.548312239589,20.769177545661996,20.769177545661996,gmina,18,PODKARPACKIE,1805,jasielski,1805072,Nowy Żmigród
wysokie ryzyko,37.28942751321756,51.88899417204699,37.28942751321756,51.88899417204699,0.0,0.0,gmina,18,PODKARPACKIE,1805,jasielski,1805072,Nowy Żmigród
niskie ryzyko,114.3809063346416,113.83801500668686,92.7675976107178,92.2794770804664,21.613308723923787,21.558537926220453,gmina,18,PODKARPACKIE,1805,jasielski,1805082,Osiek Jasielski
wysokie ryzyko,96.6891571342405,96.1762655332743,96.6891571342405,96.1762655332743,0.0,0.0,gmina,18,PODKARPACKIE,1805,jasielski,1805082,Osiek Jasielski
niskie ryzyko,345.99616644925305,334.8927830103923,324.3776260642841,316.49650782664423,21.618540384968956,18.39627518374807,gmina,18,PODKARPACKIE,1805,jasielski,1805092,Skołyszyn
wysokie ryzyko,82.25487160623982,71.45064294587934,78.54755906305036,67.74333040268988,3.707312543189456,3.707312543189456,gmina,18,PODKARPACKIE,1805,jasielski,1805092,Skołyszyn
niskie ryzyko,72.65374267393268,72.51466508429108,66.01519394910893,65.87611635946733,6.6385487248237505,6.63854872482375,gmina,18,PODKARPACKIE,1805,jasielski,1805112,Tarnowiec
wysokie ryzyko,16.86828739446605,16.86828739446605,16.86828739446605,16.86828739446605,0.0,0.0,gmina,18,PODKARPACKIE,1805,jasielski,1805112,Tarnowiec
niskie ryzyko,49.36349661822592,49.262667795863024,49.36349661822592,49.262667795863024,0.0,0.0,gmina,18,PODKARPACKIE,1807,krośnieński,1807012,Chorkówka
wysokie ryzyko,8.894415940612603,8.894415940612602,8.894415940612603,8.894415940612602,0.0,0.0,gmina,18,PODKARPACKIE,1807,krośnieński,1807012,Chorkówka
niskie ryzyko,154.54632469871672,151.23225576691613,70.11488225893925,69.81060827105333,84.43144243977746,81.42164749586281,gmina,18,PODKARPACKIE,1807,krośnieński,1807023,Dukla
wysokie ryzyko,23.15595022451168,28.791230571353253,4.985026169052861,11.251468288093896,18.17092405545882,17.539762283259357,gmina,18,PODKARPACKIE,1807,krośnieński,1807023,Dukla
niskie ryzyko,54.04353065534024,54.04353065534025,54.04353065534024,54.04353065534025,0.0,0.0,gmina,18,PODKARPACKIE,1807,krośnieński,1807033,Iwonicz-Zdrój
wysokie ryzyko,17.80897004178794,13.265967922443464,17.80897004178794,13.265967922443464,0.0,0.0,gmina,18,PODKARPACKIE,1807,krośnieński,1807033,Iwonicz-Zdrój
niskie ryzyko,41.9601458422941,43.51388898145088,37.2906138159862,38.97504301854324,4.669532026307897,4.538845962907647,gmina,18,PODKARPACKIE,1807,krośnieński,1807102,Jaśliska
wysokie ryzyko,59.708589676054295,58.53453605451648,59.708589676054295,58.53453605451648,0.0,0.0,gmina,18,PODKARPACKIE,1807,krośnieński,1807102,Jaśliska
niskie ryzyko,177.70052012837564,161.45596539212872,163.81408783408074,147.5695330978338,13.886432294294918,13.886432294294918,gmina,18,PODKARPACKIE,1807,krośnieński,1807043,Jedlicze
wysokie ryzyko,183.12189170093365,171.91433274466186,165.28348953043215,154.24761362094603,17.838402170501503,17.666719123715826,gmina,18,PODKARPACKIE,1807,krośnieński,1807043,Jedlicze
niskie ryzyko,94.4835507861791,105.6178588174786,73.31660377682667,85.45612000077334,21.16694700935243,20.16173881670525,gmina,18,PODKARPACKIE,1807,krośnieński,1807052,Korczyna
niskie ryzyko,262.61211269968567,246.4081911995246,194.65923956725703,182.96879951523576,67.95287313242868,63.43939168428882,gmina,18,PODKARPACKIE,1807,krośnieński,1807062,Krościenko Wyżne
wysokie ryzyko,110.09139885561018,92.9014297403605,80.99669847685087,65.44350669968217,29.094700378759313,27.457923040678324,gmina,18,PODKARPACKIE,1807,krośnieński,1807062,Krościenko Wyżne
niskie ryzyko,217.69460093772696,201.9397125764224,212.3036361170122,196.5487477557076,5.390964820714782,5.390964820714782,gmina,18,PODKARPACKIE,1807,krośnieński,1807072,Miejsce Piastowe
wysokie ryzyko,136.5164643554706,114.57352839248306,136.5164643554706,114.57352839248306,0.0,0.0,gmina,18,PODKARPACKIE,1807,krośnieński,1807072,Miejsce Piastowe
niskie ryzyko,253.61103693475263,248.19500035337137,245.0612202413,239.76619059035335,8.549816693452636,8.428809763017975,gmina,18,PODKARPACKIE,1807,krośnieński,1807083,Rymanów
wysokie ryzyko,57.83272428814308,57.83272428814308,57.83272428814308,57.83272428814308,0.0,0.0,gmina,18,PODKARPACKIE,1807,krośnieński,1807083,Rymanów
niskie ryzyko,335.6063831651623,334.178713731237,231.16636399406207,229.73869456013676,104.44001917110025,104.44001917110025,gmina,18,PODKARPACKIE,1807,krośnieński,1807092,Wojaszówka
wysokie ryzyko,136.17290247963157,136.1099425932615,77.45377184562457,77.39081195925455,58.719130634006966,58.719130634006966,gmina,18,PODKARPACKIE,1807,krośnieński,1807092,Wojaszówka
niskie ryzyko,77.30264276726913,73.78368987348315,47.20888291387071,43.88739925189637,30.093759853398417,29.89629062158678,gmina,18,PODKARPACKIE,1821,leski,1821012,Baligród
wysokie ryzyko,12.32566004384292,12.32566004384292,2.7192924959553455,2.7192924959553455,9.606367547887574,9.606367547887574,gmina,18,PODKARPACKIE,1821,leski,1821012,Baligród
niskie ryzyko,8.681259301146408,5.007191796592021,6.431299749675616,2.7572322451212306,2.2499595514707913,2.2499595514707913,gmina,18,PODKARPACKIE,1821,leski,1821022,Cisna
wysokie ryzyko,34.32284073774611,24.633524333197975,29.588701450077735,21.1128047473607,4.734139287668378,3.5207195858372775,gmina,18,PODKARPACKIE,1821,leski,1821022,Cisna
niskie ryzyko,1071.9568713583865,1006.2613233233476,818.1975597490385,766.8091993547841,253.7593116093477,239.45212396856363,gmina,18,PODKARPACKIE,1821,leski,1821033,Lesko
wysokie ryzyko,1761.4313383052224,1860.3087351175377,1559.607649578963,1662.113181055209,201.82368872625955,198.19555406232857,gmina,18,PODKARPACKIE,1821,leski,1821033,Lesko
niskie ryzyko,381.0279798679405,344.0311789152397,322.0436816551245,285.6809989550686,58.984298212815986,58.35017996017109,gmina,18,PODKARPACKIE,1821,leski,1821042,Olszanica
wysokie ryzyko,493.98355032667536,561.808121260526,467.2933768682741,537.036352241844,26.690173458401265,24.771769018681983,gmina,18,PODKARPACKIE,1821,leski,1821042,Olszanica
niskie ryzyko,331.84522646206267,346.2743319327641,293.19025334130964,307.63461213692807,38.65497312075302,38.639719795836015,gmina,18,PODKARPACKIE,1821,leski,1821052,Solina
wysokie ryzyko,550.120822659868,534.3442437352226,497.5270939587458,481.75051503410026,52.59372870112228,52.59372870112228,gmina,18,PODKARPACKIE,1821,leski,1821052,Solina
niskie ryzyko,78.4043715062948,78.4043715062948,57.340749172729744,57.340749172729744,21.063622333565043,21.063622333565043,gmina,18,PODKARPACKIE,1808,leżajski,1808022,Grodzisko Dolne
wysokie ryzyko,32.87913267473087,32.87913267473087,32.87913267473087,32.87913267473087,0.0,0.0,gmina,18,PODKARPACKIE,1808,leżajski,1808022,Grodzisko Dolne
niskie ryzyko,272.3951200692102,259.43119301224664,157.50418988631,145.24963400581655,114.8909301829001,114.18155900643,gmina,18,PODKARPACKIE,1808,leżajski,1808032,Kuryłówka
wysokie ryzyko,395.87672293367416,384.3732027921112,203.21029808858583,187.4494746036506,192.6664248450883,196.9237281884606,gmina,18,PODKARPACKIE,1808,leżajski,1808032,Kuryłówka
niskie ryzyko,1785.434409793611,1824.2707977244995,1272.8077783137196,1311.9078485105929,512.6266314798916,512.3629492139073,gmina,18,PODKARPACKIE,1808,leżajski,1808042,Leżajsk
niskie ryzyko,506.7023662235212,502.380145109243,433.0612895482843,428.78475586837453,73.6410766752369,73.59538924086846,gmina,18,PODKARPACKIE,1808,leżajski,1808011,Leżajsk
wysokie ryzyko,618.5756332387566,615.9124181944824,521.8971499426148,520.0486447222256,96.67848329614183,95.86377347225675,gmina,18,PODKARPACKIE,1808,leżajski,1808011,Leżajsk
wysokie ryzyko,2437.3970862541023,2403.1503908818904,1759.9079275704344,1722.2547027336238,677.4891586836677,680.8956881482663,gmina,18,PODKARPACKIE,1808,leżajski,1808042,Leżajsk
niskie ryzyko,936.784179643879,1020.4855990553428,806.4644979558519,885.8682443151472,130.31968168802717,134.6173547401957,gmina,18,PODKARPACKIE,1808,leżajski,1808053,Nowa Sarzyna
wysokie ryzyko,1584.040392482876,1547.6096632936965,1370.1116066755808,1333.993328921492,213.92878580729504,213.61633437220416,gmina,18,PODKARPACKIE,1808,leżajski,1808053,Nowa Sarzyna
niskie ryzyko,61.49611011643711,47.78208422822419,40.50160535504758,41.974705930020185,20.994504761389525,5.807378298204008,gmina,18,PODKARPACKIE,1809,lubaczowski,1809011,Lubaczów
niskie ryzyko,62.16132271500699,61.99045245590381,22.45728809019404,22.292021299563107,39.70403462481295,39.6984311563407,gmina,18,PODKARPACKIE,1809,lubaczowski,1809042,Lubaczów
wysokie ryzyko,20.02115721541498,2.2793716102671837,20.02115721541498,2.2793716102671837,0.0,0.0,gmina,18,PODKARPACKIE,1809,lubaczowski,1809011,Lubaczów
niskie ryzyko,53.67226728283352,55.27896213407178,38.164152842295344,39.7708476935336,15.50811444053818,15.50811444053818,gmina,18,PODKARPACKIE,1809,lubaczowski,1809053,Narol
wysokie ryzyko,37.57019298948444,35.799711253198694,37.57019298948444,35.799711253198694,0.0,0.0,gmina,18,PODKARPACKIE,1809,lubaczowski,1809053,Narol
niskie ryzyko,8.39736627360918,28.10600021438688,7.965412086932009,27.674046027709707,0.4319541866771706,0.4319541866771705,gmina,18,PODKARPACKIE,1809,lubaczowski,1809072,Stary Dzików
niskie ryzyko,7.739541007588919,7.739541007588919,7.739541007588919,7.739541007588919,0.0,0.0,gmina,18,PODKARPACKIE,1809,lubaczowski,1809082,Wielkie Oczy
niskie ryzyko,2475.40976661424,2415.4921804136925,1924.964022268561,1862.9087489018416,550.4457443456795,552.5834315118507,gmina,18,PODKARPACKIE,1811,mielecki,1811022,Borowa
wysokie ryzyko,2836.83454480696,2892.9108728443784,2519.7323429931166,2557.929012078125,317.1022018138432,334.9818607662529,gmina,18,PODKARPACKIE,1811,mielecki,1811022,Borowa
niskie ryzyko,3019.7228862855354,3061.5061047241543,2208.703709420579,2232.4855805993866,811.0191768649565,829.0205241247677,gmina,18,PODKARPACKIE,1811,mielecki,1811032,Czermin
wysokie ryzyko,3193.09138919283,3150.7619543767187,2636.0365544531614,2605.4598740848423,557.0548347396682,545.3020802918762,gmina,18,PODKARPACKIE,1811,mielecki,1811032,Czermin
niskie ryzyko,1318.688654889197,1294.963512499236,1167.0126474365095,1143.2875050465482,151.67600745268777,151.67600745268777,gmina,18,PODKARPACKIE,1811,mielecki,1811042,Gawłuszowice
wysokie ryzyko,1408.721760463599,1434.5075084755977,1203.0325761919703,1228.818324203969,205.6891842716287,205.6891842716287,gmina,18,PODKARPACKIE,1811,mielecki,1811042,Gawłuszowice
niskie ryzyko,4112.549829292462,4046.383962765841,3648.578600611078,3580.7041222780904,463.97122868138393,465.6798404877504,gmina,18,PODKARPACKIE,1811,mielecki,1811052,Mielec
niskie ryzyko,894.1912877651406,914.8418983570956,820.8891029994832,838.0103669407594,73.30218476565746,76.83153141633618,gmina,18,PODKARPACKIE,1811,mielecki,1811011,Mielec
wysokie ryzyko,4697.752230809764,4698.628725488611,4359.028302331085,4360.80745153091,338.72392847867917,337.8212739577013,gmina,18,PODKARPACKIE,1811,mielecki,1811052,Mielec
wysokie ryzyko,1599.8437135344543,1613.8662370323786,1557.201182604686,1570.5373554037092,42.64253092976849,43.32888162866957,gmina,18,PODKARPACKIE,1811,mielecki,1811011,Mielec
niskie ryzyko,1754.532092852794,1766.189215442067,1347.9726613752966,1354.611473245821,406.5594314774976,411.5777421962465,gmina,18,PODKARPACKIE,1811,mielecki,1811062,Padew Narodowa
wysokie ryzyko,3408.750311116303,3395.11189451606,2798.385947818468,2791.240368147057,610.3643632978349,603.8715263690036,gmina,18,PODKARPACKIE,1811,mielecki,1811062,Padew Narodowa
niskie ryzyko,198.37381855928595,196.80043802664545,146.2303159452096,143.67332962007666,52.143502614076326,53.12710840656878,gmina,18,PODKARPACKIE,1811,mielecki,1811073,Przecław
wysokie ryzyko,98.95449288685944,98.88054275351256,62.052006287588526,61.978056154241635,36.90248659927092,36.90248659927092,gmina,18,PODKARPACKIE,1811,mielecki,1811073,Przecław
niskie ryzyko,3430.468249772747,3516.179740583246,3081.7822492327477,3172.82787481301,348.6860005399992,343.3518657702358,gmina,18,PODKARPACKIE,1811,mielecki,1811092,Tuszów Narodowy
wysokie ryzyko,3264.6222089572752,3195.576495013881,3043.742117142647,2974.7469757111103,220.88009181462812,220.82951930277088,gmina,18,PODKARPACKIE,1811,mielecki,1811092,Tuszów Narodowy
niskie ryzyko,1509.8685477235765,1499.6782554261506,1261.6347681589257,1252.0861562260102,248.23377956465063,247.5920992001402,gmina,18,PODKARPACKIE,1811,mielecki,1811102,Wadowice Górne
wysokie ryzyko,1312.4399717824144,1301.9243529234554,1011.9800491421964,1006.0829942221148,300.4599226402182,295.8413587013406,gmina,18,PODKARPACKIE,1811,mielecki,1811102,Wadowice Górne
niskie ryzyko,13.771960759257194,13.771960759257194,9.1325002619028,9.1325002619028,4.639460497354396,4.639460497354396,gmina,18,PODKARPACKIE,1812,niżański,1812012,Harasiuki
niskie ryzyko,13.709695483717985,13.709695483717985,0.0,0.0,13.709695483717985,13.709695483717985,gmina,18,PODKARPACKIE,1812,niżański,1812022,Jarocin
wysokie ryzyko,5.326217438975095,4.963691456108062,0.0,0.0,5.326217438975095,4.963691456108062,gmina,18,PODKARPACKIE,1812,niżański,1812022,Jarocin
niskie ryzyko,15.576601883822084,15.576601883822084,8.463093729789845,8.463093729789845,7.113508154032239,7.113508154032239,gmina,18,PODKARPACKIE,1812,niżański,1812032,Jeżowe
niskie ryzyko,451.1531819107117,428.712331780699,376.04680104920834,346.8723447162969,75.10638086150334,81.83998706440218,gmina,18,PODKARPACKIE,1812,niżański,1812042,Krzeszów
wysokie ryzyko,371.8077187960323,333.8566188632789,301.6582413162856,264.1894192448876,70.14947747974672,69.66719961839136,gmina,18,PODKARPACKIE,1812,niżański,1812042,Krzeszów
niskie ryzyko,2240.45295017126,2247.102479535319,1177.544357370658,1169.894337145632,1062.9085928006027,1077.208142389687,gmina,18,PODKARPACKIE,1812,niżański,1812053,Nisko
wysokie ryzyko,3130.2835490316365,2995.5298733462205,1946.1274580116503,1832.5582294840087,1184.1560910199858,1162.9716438622115,gmina,18,PODKARPACKIE,1812,niżański,1812053,Nisko
niskie ryzyko,532.4904730915979,510.332368429625,418.71635525431896,402.5583603390586,113.77411783727908,107.77400809056635,gmina,18,PODKARPACKIE,1812,niżański,1812063,Rudnik nad Sanem
wysokie ryzyko,686.9138146014276,630.9631161677207,586.2726726141375,535.2578556359921,100.64114198728998,95.70526053172868,gmina,18,PODKARPACKIE,1812,niżański,1812063,Rudnik nad Sanem
niskie ryzyko,476.8903814425836,448.2901965147586,429.7862182632246,401.6326048339214,47.10416317935885,46.65759168083717,gmina,18,PODKARPACKIE,1812,niżański,1812073,Ulanów
wysokie ryzyko,312.26827606701715,298.7530568286525,296.91059951728414,283.3953802789195,15.357676549733007,15.357676549733007,gmina,18,PODKARPACKIE,1812,niżański,1812073,Ulanów
niskie ryzyko,235.13431061987785,229.53079886713465,126.2405718373523,118.69469741581555,108.89373878252552,110.83610145131904,gmina,18,PODKARPACKIE,1813,przemyski,1813013,Bircza
wysokie ryzyko,111.59815834029354,127.9482807489846,81.68810102642394,98.038223435115,29.9100573138696,29.910057313869604,gmina,18,PODKARPACKIE,1813,przemyski,1813013,Bircza
niskie ryzyko,981.7861984266596,959.8599146014624,825.9971217832838,805.0670530455756,155.7890766433758,154.7928615558868,gmina,18,PODKARPACKIE,1813,przemyski,1813023,Dubiecko
wysokie ryzyko,813.9381798668103,809.7032225982196,672.2935245479387,667.1929400268199,141.64465531887163,142.51028257139964,gmina,18,PODKARPACKIE,1813,przemyski,1813023,Dubiecko
niskie ryzyko,131.1073897767401,155.03356739838867,30.10402308161062,31.144508572332544,101.00336669512949,123.88905882605611,gmina,18,PODKARPACKIE,1813,przemyski,1813032,Fredropol
wysokie ryzyko,15.256299159828767,14.625322766569203,10.415890790736508,9.84990573644629,4.840408369092259,4.775417030122915,gmina,18,PODKARPACKIE,1813,przemyski,1813032,Fredropol
niskie ryzyko,390.06580356599704,355.73908116017975,240.1366389928588,207.51180881868035,149.9291645731382,148.2272723414994,gmina,18,PODKARPACKIE,1813,przemyski,1813042,Krasiczyn
wysokie ryzyko,316.7013118831501,307.94081296015815,202.6963202208912,192.7017591423049,114.0049916622589,115.23905381785328,gmina,18,PODKARPACKIE,1813,przemyski,1813042,Krasiczyn
niskie ryzyko,592.0199227500984,591.6720953954969,373.0685075955837,375.9248574993264,218.9514151545147,215.74723789617053,gmina,18,PODKARPACKIE,1813,przemyski,1813052,Krzywcza
wysokie ryzyko,544.5740582128624,553.7029084937549,364.4334619011467,369.38840900749415,180.14059631171568,184.31449948626084,gmina,18,PODKARPACKIE,1813,przemyski,1813052,Krzywcza
niskie ryzyko,1703.374212448753,1684.0099402909786,1290.3933499697418,1268.2140125839885,412.9808624790113,415.7959277069901,gmina,18,PODKARPACKIE,1813,przemyski,1813062,Medyka
wysokie ryzyko,2147.853105936545,2160.652343253728,1670.1190754487473,1658.0247276540863,477.7340304877977,502.6276155996416,gmina,18,PODKARPACKIE,1813,przemyski,1813062,Medyka
niskie ryzyko,33.44018188947472,29.80310386103023,33.44018188947472,29.80310386103023,0.0,0.0,gmina,18,PODKARPACKIE,1813,przemyski,1813072,Orły
wysokie ryzyko,13.100160816542372,16.154421362980138,13.100160816542372,16.154421362980138,0.0,0.0,gmina,18,PODKARPACKIE,1813,przemyski,1813072,Orły
niskie ryzyko,986.316703441006,1055.3882118157585,96.89672262303972,96.8859301804336,889.4199808179663,958.502281635325,gmina,18,PODKARPACKIE,1813,przemyski,1813082,Przemyśl
wysokie ryzyko,949.0359576720956,940.6323130423876,67.42196775445754,67.15271740805919,881.6139899176379,873.4795956343283,gmina,18,PODKARPACKIE,1813,przemyski,1813082,Przemyśl
