gap_id,risk_class,pop_outside_night,pop_outside_day,area_ha,teryt_gmi,wojewodztwo,powiat,gmina,priority_score_v12,priority_class,recommended_action_seed,procurement_action,estimated_new_siren_cost_pln,new_siren_cost_per_pop_outside_night_pln,x_2180,y_2180,lat,lon,estimated_unit_cost_pln,cost_per_pop_outside_night_pln
22780,wysokie ryzyko,5.945396766215342,5.945396766215342,6.0,2604172,ŚWIĘTOKRZYSKIE,kielecki,Nowiny,56.87,C,modernizacja_or_new,not_priced_as_integration,0,0.0,609000.0,329250.0,50.8199069,20.547899,0,0.0
25921,wysokie ryzyko,26.182675712571253,26.182675712571253,14.0,1811102,PODKARPACKIE,mielecki,Wadowice Górne,56.86,C,modernizacja_or_new,not_priced_as_integration,0,0.0,658300.0,273650.0,50.3087336,21.2238632,0,0.0
26933,wysokie ryzyko,24.082939969440197,24.0829399694402,6.0,1202072,MAŁOPOLSKIE,brzeski,Szczurowa,56.86,C,modernizacja_or_new,not_priced_as_integration,0,0.0,621450.0,253450.0,50.1358351,20.6999889,0,0.0
8528,niskie ryzyko,21.84087297974384,21.84087297974384,10.0,0415092,KUJAWSKO-POMORSKIE,toruński,Zławieś Wielka,56.86,C,modernizacja_or_new,not_priced_as_integration,0,0.0,455500.0,579850.0,53.0821473,18.335448,0,0.0
16978,wysokie ryzyko,9.31037154201233,9.31037154201233,3.0,0619022,LUBELSKIE,włodawski,Hanna,56.86,C,modernizacja_or_new,not_priced_as_integration,0,0.0,811600.0,437450.0,51.7166855,23.5129493,0,0.0
12227,wysokie ryzyko,9.0,9.0,11.0,1434093,MAZOWIECKIE,wołomiński,Radzymin,56.86,C,modernizacja_or_new,not_priced_as_integration,0,0.0,644350.0,517400.0,52.5033014,21.1273746,0,0.0
8404,wysokie ryzyko,17.173865501769892,17.173865501769896,9.0,1415092,MAZOWIECKIE,ostrołęcki,Olszewo-Borki,56.85,C,modernizacja_or_new,not_priced_as_integration,0,0.0,669000.0,583050.0,53.0860049,21.5242411,0,0.0
22113,wysokie ryzyko,25.467031692714663,25.467031692714663,2.0,0261011,DOLNOŚLĄSKIE,Jelenia Góra,Jelenia Góra,56.84,C,modernizacja_or_new,not_priced_as_integration,0,0.0,273950.0,342850.0,50.9081929,15.7835499,0,0.0
25253,wysokie ryzyko,22.76154482354296,22.76154482354296,3.0,1811022,PODKARPACKIE,mielecki,Borowa,56.84,C,modernizacja_or_new,not_priced_as_integration,0,0.0,664350.0,283950.0,50.3996629,21.313281,0,0.0
474,wysokie ryzyko,11.852312668441012,11.172342478577018,3.0,2215021,POMORSKIE,wejherowski,Rumia,56.84,C,modernizacja_or_new,not_priced_as_integration,0,0.0,462800.0,745850.0,54.5751185,18.4243531,0,0.0
30251,niskie ryzyko,29.134382748843244,29.134382748843244,1.0,2417042,ŚLĄSKIE,żywiecki,Jeleśnia,56.82,C,modernizacja_or_new,not_priced_as_integration,0,0.0,523250.0,198850.0,49.6565992,19.3222251,0,0.0
4415,niskie ryzyko,35.8,35.8,9.0,2207052,POMORSKIE,kwidzyński,Ryjewo,56.81,C,modernizacja_or_new,not_priced_as_integration,0,0.0,492550.0,665250.0,53.8518163,18.8867133,0,0.0
6501,wysokie ryzyko,14.987044466483912,14.987044466483908,9.0,0406012,KUJAWSKO-POMORSKIE,grudziądzki,Grudziądz,56.81,C,modernizacja_or_new,not_priced_as_integration,0,0.0,479250.0,619450.0,53.4396665,18.6875311,0,0.0
24911,wysokie ryzyko,15.46363136168573,15.46363136168573,7.0,1820013,PODKARPACKIE,tarnobrzeski,Baranów Sandomierski,56.8,C,modernizacja_or_new,not_priced_as_integration,0,0.0,687250.0,289650.0,50.444034,21.6381113,0,0.0
22159,wysokie ryzyko,33.15489398833704,64.48543677019386,6.0,0261011,DOLNOŚLĄSKIE,Jelenia Góra,Jelenia Góra,56.79,C,modernizacja_or_new,not_priced_as_integration,0,0.0,274200.0,342150.0,50.902004,15.7875343,0,0.0
14846,wysokie ryzyko,22.47320400733065,22.47320400733065,3.0,0802063,LUBUSKIE,krośnieński,Krosno Odrzańskie,56.79,C,modernizacja_or_new,not_priced_as_integration,0,0.0,240750.0,474950.0,52.079876,15.2150826,0,0.0
22622,wysokie ryzyko,10.520370662446494,10.520370662446494,14.0,2609093,ŚWIĘTOKRZYSKIE,sandomierski,Zawichost,56.79,C,modernizacja_or_new,not_priced_as_integration,0,0.0,699750.0,332750.0,50.8271563,21.8372349,0,0.0
24587,wysokie ryzyko,14.027614380264309,14.027614380264303,3.0,1820013,PODKARPACKIE,tarnobrzeski,Baranów Sandomierski,56.78,C,modernizacja_or_new,not_priced_as_integration,0,0.0,683250.0,295650.0,50.4992186,21.5847583,0,0.0
29459,wysokie ryzyko,12.23373256437376,12.23373256437376,2.0,1216013,MAŁOPOLSKIE,tarnowski,Ciężkowice,56.78,C,modernizacja_or_new,not_priced_as_integration,0,0.0,642000.0,215650.0,49.7913934,20.9735176,0,0.0
23782,wysokie ryzyko,18.709439485322683,18.46470667531488,3.0,1818062,PODKARPACKIE,stalowowolski,Zaleszany,56.77,C,modernizacja_or_new,not_priced_as_integration,0,0.0,711050.0,310850.0,50.6264102,21.9849737,0,0.0
1703,wysokie ryzyko,9.166285568134215,9.43590234359012,3.0,3209012,ZACHODNIOPOMORSKIE,koszaliński,Będzino,56.77,C,modernizacja_or_new,not_priced_as_integration,0,0.0,305300.0,709550.0,54.2131257,16.0131335,0,0.0
28267,wysokie ryzyko,18.147384417377285,18.147384417377285,3.0,1804082,PODKARPACKIE,jarosławski,Radymno,56.76,C,modernizacja_or_new,not_priced_as_integration,0,0.0,777000.0,235350.0,49.9211545,22.8604436,0,0.0
16265,wysokie ryzyko,13.389265104422396,13.389265104422398,4.0,1417072,MAZOWIECKIE,otwocki,Sobienie-Jeziory,56.76,C,modernizacja_or_new,not_priced_as_integration,0,0.0,657500.0,455850.0,51.9465706,21.2923352,0,0.0
18219,wysokie ryzyko,11.94604935486888,11.94604935486888,6.0,1407053,MAZOWIECKIE,kozienicki,Kozienice,56.76,C,modernizacja_or_new,not_priced_as_integration,0,0.0,681850.0,415850.0,51.579761,21.6254161,0,0.0
22280,wysokie ryzyko,8.570509124257951,8.570509124257951,1.0,0206052,DOLNOŚLĄSKIE,karkonoski,Janowice Wielkie,56.76,C,modernizacja_or_new,not_priced_as_integration,0,0.0,285250.0,339950.0,50.8864598,15.9457922,0,0.0
26372,wysokie ryzyko,22.69967870348592,22.69967870348592,3.0,1603032,OPOLSKIE,kędzierzyńsko-kozielski,Cisek,56.75,C,modernizacja_or_new,not_priced_as_integration,0,0.0,444450.0,267050.0,50.2680149,18.220308,0,0.0
1966,wysokie ryzyko,22.0,22.0,18.0,2210023,POMORSKIE,nowodworski,Nowy Dwór Gdański,56.75,C,modernizacja_or_new,not_priced_as_integration,0,0.0,512850.0,705750.0,54.2158265,19.1971149,0,0.0
8736,wysokie ryzyko,14.05945044678409,14.0324062791431,4.0,0403052,KUJAWSKO-POMORSKIE,bydgoski,Nowa Wieś Wielka,56.74,C,modernizacja_or_new,not_priced_as_integration,0,0.0,432900.0,574050.0,53.0276386,17.9992011,0,0.0
5739,wysokie ryzyko,16.714285714285715,16.714285714285715,5.0,2207062,POMORSKIE,kwidzyński,Sadlinki,56.73,C,modernizacja_or_new,not_priced_as_integration,0,0.0,484750.0,639950.0,53.624175,18.769354,0,0.0
20830,wysokie ryzyko,15.115275217839672,15.115275217839672,5.0,0209032,DOLNOŚLĄSKIE,legnicki,Krotoszyce,56.71,C,modernizacja_or_new,not_priced_as_integration,0,0.0,294600.0,366300.0,51.1265746,16.06366,0,0.0
3101,wysokie ryzyko,27.639669357410824,27.413489011184375,25.0,2804042,WARMIŃSKO-MAZURSKIE,elbląski,Markusy,56.7,C,modernizacja_or_new,not_priced_as_integration,0,0.0,523600.0,690450.0,54.0778936,19.3608158,0,0.0
15755,wysokie ryzyko,22.479927808418033,22.479927808418033,4.0,0809082,LUBUSKIE,zielonogórski,Trzebiechów,56.7,C,modernizacja_or_new,not_priced_as_integration,0,0.0,274050.0,466950.0,52.0226453,15.7056031,0,0.0
18657,niskie ryzyko,13.487268268372269,13.487268268372269,1.0,0608103,LUBELSKIE,lubartowski,Ostrów Lubelski,56.68,C,modernizacja_or_new,not_priced_as_integration,0,0.0,767450.0,409050.0,51.48463,22.8535511,0,0.0
8652,wysokie ryzyko,14.918477063392292,14.918477063392292,3.0,1415092,MAZOWIECKIE,ostrołęcki,Olszewo-Borki,56.67,C,modernizacja_or_new,not_priced_as_integration,0,0.0,667850.0,576600.0,53.0284247,21.503719,0,0.0
16476,wysokie ryzyko,14.1679163296493,14.167916329649302,9.0,1417072,MAZOWIECKIE,otwocki,Sobienie-Jeziory,56.67,C,modernizacja_or_new,not_priced_as_integration,0,0.0,657400.0,450150.0,51.8953753,21.2882738,0,0.0
2078,niskie ryzyko,11.243243243243244,11.243243243243244,1.0,3209022,ZACHODNIOPOMORSKIE,koszaliński,Biesiekierz,56.67,C,modernizacja_or_new,not_priced_as_integration,0,0.0,305450.0,704550.0,54.168292,16.018666,0,0.0
4271,wysokie ryzyko,8.0,8.0,10.0,2207052,POMORSKIE,kwidzyński,Ryjewo,56.67,C,modernizacja_or_new,not_priced_as_integration,0,0.0,493200.0,668050.0,53.8769995,18.8965353,0,0.0
6671,niskie ryzyko,23.107174683796053,23.107174683796053,9.0,0404022,KUJAWSKO-POMORSKIE,chełmiński,Chełmno,56.66,C,modernizacja_or_new,not_priced_as_integration,0,0.0,468350.0,615950.0,53.4076553,18.5237478,0,0.0
24614,wysokie ryzyko,24.815457851947883,24.81545785194788,8.0,2612062,ŚWIĘTOKRZYSKIE,staszowski,Rytwiany,56.65,C,modernizacja_or_new,not_priced_as_integration,0,0.0,656750.0,294850.0,50.4997242,21.2109586,0,0.0
21260,wysokie ryzyko,19.333277200763742,19.333277200763742,16.0,1409063,MAZOWIECKIE,lipski,Solec nad Wisłą,56.65,C,modernizacja_or_new,not_priced_as_integration,0,0.0,695000.0,359450.0,51.0686681,21.7841565,0,0.0
1286,wysokie ryzyko,17.16679374660555,17.166793746605553,2.0,2210042,POMORSKIE,nowodworski,Stegna,56.65,C,modernizacja_or_new,not_priced_as_integration,0,0.0,509300.0,714950.0,54.2986131,19.142945,0,0.0
24162,wysokie ryzyko,9.025525186713752,9.025525186713754,3.0,1820032,PODKARPACKIE,tarnobrzeski,Grębów,56.65,C,modernizacja_or_new,not_priced_as_integration,0,0.0,695100.0,303150.0,50.5627809,21.7556302,0,0.0
23842,wysokie ryzyko,11.0,11.0,2.0,1609073,OPOLSKIE,opolski,Niemodlin,56.64,C,modernizacja_or_new,not_priced_as_integration,0,0.0,392850.0,309700.0,50.64445,17.4840488,0,0.0
22114,wysokie ryzyko,10.93789862983151,10.121373218871424,2.0,0205023,DOLNOŚLĄSKIE,jaworski,Bolków,56.63,C,modernizacja_or_new,not_priced_as_integration,0,0.0,286250.0,342900.0,50.9133297,15.9582653,0,0.0
5086,wysokie ryzyko,27.333333333333332,27.333333333333336,12.0,3204073,ZACHODNIOPOMORSKIE,goleniowski,Stepnica,56.61,C,modernizacja_or_new,not_priced_as_integration,0,0.0,209850.0,653150.0,53.6624398,14.6064228,0,0.0
16530,wysokie ryzyko,10.0,10.0,7.0,0601142,LUBELSKIE,bialski,Sławatycze,56.61,C,modernizacja_or_new,not_priced_as_integration,0,0.0,818000.0,449050.0,51.8170867,23.6159387,0,0.0
6980,wysokie ryzyko,19.0,19.0,4.0,0414093,KUJAWSKO-POMORSKIE,świecki,Świecie,56.6,C,modernizacja_or_new,not_priced_as_integration,0,0.0,458000.0,610250.0,53.355684,18.3687741,0,0.0
27116,niskie ryzyko,13.327339520807952,13.187948002109472,2.0,1206052,MAŁOPOLSKIE,krakowski,Kocmyrzów-Luborzyca,56.6,C,modernizacja_or_new,not_priced_as_integration,0,0.0,576450.0,250600.0,50.1177114,20.0696833,0,0.0
9568,wysokie ryzyko,27.65424638453029,27.654246384530296,26.0,1411102,MAZOWIECKIE,makowski,Szelków,56.59,C,modernizacja_or_new,not_priced_as_integration,0,0.0,641550.0,555050.0,52.8423819,21.1023248,0,0.0
15684,wysokie ryzyko,24.454457205799272,24.454457205799272,19.0,3009043,WIELKOPOLSKIE,kolski,Dąbie,56.59,C,modernizacja_or_new,not_priced_as_integration,0,0.0,484950.0,467200.0,52.070762,18.7803613,0,0.0
13346,wysokie ryzyko,7.973285261225001,7.973285261225,1.0,1434123,MAZOWIECKIE,wołomiński,Wołomin,56.59,C,modernizacja_or_new,not_priced_as_integration,0,0.0,650650.0,502750.0,52.3699478,21.2135379,0,0.0
2889,wysokie ryzyko,4.431476856234706,4.6559607436484916,7.0,2804012,WARMIŃSKO-MAZURSKIE,elbląski,Elbląg,56.58,C,modernizacja_or_new,not_priced_as_integration,0,0.0,525900.0,693400.0,54.1043043,19.3962318,0,0.0
1197,wysokie ryzyko,24.868928561124157,92.08028997386594,3.0,2261011,POMORSKIE,Gdańsk,Gdańsk,56.57,C,modernizacja_or_new,not_priced_as_integration,0,0.0,495350.0,716450.0,54.3121618,18.928504,0,0.0
5846,niskie ryzyko,37.833333333333336,37.833333333333336,18.0,0414063,KUJAWSKO-POMORSKIE,świecki,Nowe,56.56,C,modernizacja_or_new,not_priced_as_integration,0,0.0,482500.0,636900.0,53.5966817,18.735496,0,0.0
6937,wysokie ryzyko,19.95930651561251,19.95930651561251,6.0,0414093,KUJAWSKO-POMORSKIE,świecki,Świecie,56.56,C,modernizacja_or_new,not_priced_as_integration,0,0.0,456650.0,610950.0,53.3618687,18.3483901,0,0.0
25697,wysokie ryzyko,17.837555536144173,17.837555536144173,7.0,2601043,ŚWIĘTOKRZYSKIE,buski,Pacanów,56.56,C,modernizacja_or_new,not_priced_as_integration,0,0.0,642150.0,276650.0,50.3398233,20.9982673,0,0.0
30082,wysokie ryzyko,14.289150106463032,13.83876262489978,3.0,1207021,MAŁOPOLSKIE,limanowski,Mszana Dolna,56.56,C,modernizacja_or_new,not_priced_as_integration,0,0.0,575350.0,203000.0,49.6896715,20.0450033,0,0.0
30941,wysokie ryzyko,8.710225762771923,8.710225762771923,3.0,2417112,ŚLĄSKIE,żywiecki,Rajcza,56.56,C,modernizacja_or_new,not_priced_as_integration,0,0.0,499800.0,180350.0,49.4905952,18.9972376,0,0.0
25471,wysokie ryzyko,24.951060400526273,24.951060400526273,6.0,1811022,PODKARPACKIE,mielecki,Borowa,56.54,C,modernizacja_or_new,not_priced_as_integration,0,0.0,666450.0,280000.0,50.3635665,21.3410638,0,0.0
26721,wysokie ryzyko,11.289651110409562,11.289651110409562,4.0,1804042,PODKARPACKIE,jarosławski,Jarosław,56.53,C,modernizacja_or_new,not_priced_as_integration,0,0.0,757000.0,258450.0,50.1375068,22.597794,0,0.0
19879,niskie ryzyko,16.8596791520815,16.8596791520815,1.0,0610042,LUBELSKIE,łęczyński,Milejów,56.52,C,modernizacja_or_new,not_priced_as_integration,0,0.0,775650.0,380950.0,51.228547,22.9496245,0,0.0
2666,wysokie ryzyko,4.0,4.0,1.0,2214062,POMORSKIE,tczewski,Tczew,56.52,C,modernizacja_or_new,not_priced_as_integration,0,0.0,486650.0,696150.0,54.1295068,18.7956412,0,0.0
24065,niskie ryzyko,51.78542280148961,51.78542280148961,4.0,0602032,LUBELSKIE,biłgorajski,Biłgoraj,56.51,C,modernizacja_or_new,not_priced_as_integration,0,0.0,762900.0,305650.0,50.5586577,22.7131515,0,0.0
999,wysokie ryzyko,31.62746840959969,31.761853901846163,19.0,2261011,POMORSKIE,Gdańsk,Gdańsk,56.51,C,modernizacja_or_new,not_priced_as_integration,0,0.0,492100.0,719450.0,54.3390922,18.8784543,0,0.0
8857,wysokie ryzyko,8.219435962888275,8.219435962888275,1.0,0463011,KUJAWSKO-POMORSKIE,Toruń,Toruń,56.51,C,modernizacja_or_new,not_priced_as_integration,0,0.0,480250.0,571850.0,53.0117016,18.7055404,0,0.0
29890,wysokie ryzyko,16.478919904148803,16.478919904148807,2.0,2417082,ŚLĄSKIE,żywiecki,Łodygowice,56.5,C,modernizacja_or_new,not_priced_as_integration,0,0.0,510100.0,206850.0,49.7289406,19.1401852,0,0.0
24713,wysokie ryzyko,10.688442211055271,10.688442211055271,1.0,1820013,PODKARPACKIE,tarnobrzeski,Baranów Sandomierski,56.5,C,modernizacja_or_new,not_priced_as_integration,0,0.0,687250.0,293050.0,50.4745881,21.6398126,0,0.0
23332,wysokie ryzyko,19.543802035268943,19.543802035268943,10.0,1818042,PODKARPACKIE,stalowowolski,Radomyśl nad Sanem,56.49,C,modernizacja_or_new,not_priced_as_integration,0,0.0,703950.0,319450.0,50.706203,21.8894356,0,0.0
9286,wysokie ryzyko,16.346434855129797,16.346434855129797,45.0,1411073,MAZOWIECKIE,makowski,Różan,56.49,C,modernizacja_or_new,not_priced_as_integration,0,0.0,662650.0,562100.0,52.8997614,21.4189441,0,0.0
28625,wysokie ryzyko,14.63941861528227,14.63941861528227,6.0,1216042,MAŁOPOLSKIE,tarnowski,Pleśna,56.49,C,modernizacja_or_new,not_priced_as_integration,0,0.0,631750.0,228650.0,49.9106322,20.8355665,0,0.0
18586,wysokie ryzyko,19.000000000000004,19.000000000000004,42.0,1407072,MAZOWIECKIE,kozienicki,Sieciechów,56.48,C,modernizacja_or_new,not_priced_as_integration,0,0.0,693950.0,409700.0,51.5204764,21.7964975,0,0.0
29747,wysokie ryzyko,17.838402170501503,17.666719123715826,1.0,1807043,PODKARPACKIE,krośnieński,Jedlicze,56.48,C,modernizacja_or_new,not_priced_as_integration,0,0.0,689050.0,209850.0,49.7262911,21.6239677,0,0.0
30226,wysokie ryzyko,14.624692391064436,14.624692391064436,3.0,1210022,MAŁOPOLSKIE,nowosądecki,Chełmiec,56.48,C,modernizacja_or_new,not_priced_as_integration,0,0.0,626650.0,199150.0,49.6464458,20.754938,0,0.0
17588,wysokie ryzyko,3.509754764393991,3.1682227740372806,1.0,0203011,DOLNOŚLĄSKIE,głogowski,Głogów,56.48,C,modernizacja_or_new,not_priced_as_integration,0,0.0,297150.0,426850.0,51.6713992,16.0654334,0,0.0
30884,wysokie ryzyko,7.221375447617299,7.221375447617299,1.0,2417112,ŚLĄSKIE,żywiecki,Rajcza,56.47,C,modernizacja_or_new,not_priced_as_integration,0,0.0,502850.0,182650.0,49.5112829,19.0393814,0,0.0
11312,wysokie ryzyko,3.512747216392526,3.512747216392527,3.0,0807012,LUBUSKIE,sulęciński,Krzeszyce,56.46,C,modernizacja_or_new,not_priced_as_integration,0,0.0,233500.0,533850.0,52.6048926,15.0627656,0,0.0
28600,wysokie ryzyko,17.66631057613329,17.6663105761333,7.0,1213043,MAŁOPOLSKIE,oświęcimski,Kęty,56.45,C,modernizacja_or_new,not_priced_as_integration,0,0.0,514150.0,229150.0,49.9294913,19.1972118,0,0.0
25280,wysokie ryzyko,12.000000000000004,12.0,7.0,2612022,ŚWIĘTOKRZYSKIE,staszowski,Łubnice,56.45,C,modernizacja_or_new,not_priced_as_integration,0,0.0,656200.0,283350.0,50.396493,21.1984095,0,0.0
22151,wysokie ryzyko,29.581202577882575,29.581202577882575,4.0,0261011,DOLNOŚLĄSKIE,Jelenia Góra,Jelenia Góra,56.44,C,modernizacja_or_new,not_priced_as_integration,0,0.0,278200.0,342350.0,50.9053513,15.8442279,0,0.0
6039,wysokie ryzyko,13.394192525287163,13.394192525287163,4.0,0406012,KUJAWSKO-POMORSKIE,grudziądzki,Grudziądz,56.44,C,modernizacja_or_new,not_priced_as_integration,0,0.0,487450.0,630950.0,53.543326,18.8105516,0,0.0
13577,wysokie ryzyko,12.599999999999998,13.097288085247468,1.0,1428042,MAZOWIECKIE,sochaczewski,Młodzieszyn,56.44,C,modernizacja_or_new,not_priced_as_integration,0,0.0,582250.0,499650.0,52.3566248,20.2081026,0,0.0
4458,wysokie ryzyko,7.6,7.177059165666873,6.0,2207052,POMORSKIE,kwidzyński,Ryjewo,56.43,C,modernizacja_or_new,not_priced_as_integration,0,0.0,493550.0,664300.0,53.8432884,18.9019395,0,0.0
11710,wysokie ryzyko,3.0,3.0,8.0,0418132,KUJAWSKO-POMORSKIE,włocławski,Włocławek,56.43,C,modernizacja_or_new,not_priced_as_integration,0,0.0,516150.0,528650.0,52.6233538,19.2386492,0,0.0
27168,wysokie ryzyko,17.948388335057373,17.948388335057373,3.0,1216153,MAŁOPOLSKIE,tarnowski,Żabno,56.41,C,modernizacja_or_new,not_priced_as_integration,0,0.0,638700.0,249550.0,50.0969842,20.9398891,0,0.0
14470,wysokie ryzyko,29.037894853483884,54.83326929631948,3.0,1465011,MAZOWIECKIE,Warszawa,Warszawa,56.4,C,modernizacja_or_new,not_priced_as_integration,0,0.0,647550.0,480500.0,52.1708349,21.1582872,0,0.0
24603,wysokie ryzyko,18.18292952413315,18.18292952413315,12.0,0208072,DOLNOŚLĄSKIE,kłodzki,Kłodzko,56.39,C,modernizacja_or_new,not_priced_as_integration,0,0.0,336400.0,295050.0,50.4996476,16.6924161,0,0.0
23824,wysokie ryzyko,18.077022835483515,18.077022835483515,7.0,1864011,PODKARPACKIE,Tarnobrzeg,Tarnobrzeg,56.39,C,modernizacja_or_new,not_priced_as_integration,0,0.0,693300.0,310150.0,50.6262785,21.7338811,0,0.0
25350,wysokie ryzyko,15.765456148164397,15.765456148164398,3.0,0208072,DOLNOŚLĄSKIE,kłodzki,Kłodzko,56.39,C,modernizacja_or_new,not_priced_as_integration,0,0.0,331450.0,281850.0,50.3795971,16.628598,0,0.0
2137,wysokie ryzyko,4.04852631785918,4.04852631785918,2.0,2804012,WARMIŃSKO-MAZURSKIE,elbląski,Elbląg,56.39,C,modernizacja_or_new,not_priced_as_integration,0,0.0,521300.0,703550.0,54.1957664,19.3265773,0,0.0
220,wysokie ryzyko,36.770000759067784,37.057830356442395,17.0,2211023,POMORSKIE,pucki,Jastarnia,56.38,C,modernizacja_or_new,not_priced_as_integration,0,0.0,477600.0,760650.0,54.7090355,18.652234,0,0.0
2249,wysokie ryzyko,22.0,22.0,7.0,2204072,POMORSKIE,gdański,Suchy Dąb,56.38,C,modernizacja_or_new,not_priced_as_integration,0,0.0,483250.0,701950.0,54.1815509,18.7432727,0,0.0
7666,niskie ryzyko,14.000000000000004,14.000000000000002,3.0,0403032,KUJAWSKO-POMORSKIE,bydgoski,Dobrcz,56.38,C,modernizacja_or_new,not_priced_as_integration,0,0.0,450850.0,598350.0,53.2480753,18.2631685,0,0.0
28487,wysokie ryzyko,6.957485608705021,6.084095201387325,2.0,2410053,ŚLĄSKIE,pszczyński,Pszczyna,56.37,C,modernizacja_or_new,not_priced_as_integration,0,0.0,500650.0,231500.0,49.9508012,19.0090632,0,0.0
7083,wysokie ryzyko,4.25,6.025330888928636,2.0,0404022,KUJAWSKO-POMORSKIE,chełmiński,Chełmno,56.37,C,modernizacja_or_new,not_priced_as_integration,0,0.0,458000.0,607850.0,53.3341054,18.3690927,0,0.0
13494,niskie ryzyko,46.8,46.8,3.0,1432053,MAZOWIECKIE,warszawski zachodni,Łomianki,56.36,C,modernizacja_or_new,not_priced_as_integration,0,0.0,628350.0,501050.0,52.3603491,20.885437,0,0.0
13472,wysokie ryzyko,7.997869565826956,7.997869565826956,19.0,1414032,MAZOWIECKIE,nowodworski,Leoncin,56.36,C,modernizacja_or_new,not_priced_as_integration,0,0.0,596700.0,500750.0,52.3641542,20.4205985,0,0.0
21365,wysokie ryzyko,13.117359210345809,12.74014315268172,4.0,0205042,DOLNOŚLĄSKIE,jaworski,Mściwojów,56.35,C,modernizacja_or_new,not_priced_as_integration,0,0.0,310250.0,358050.0,51.0578495,16.2914454,0,0.0
22946,wysokie ryzyko,4.3138352008335605,7.6038623302653585,4.0,0620122,LUBELSKIE,zamojski,Sułów,56.35,C,modernizacja_or_new,not_priced_as_integration,0,0.0,783700.0,326100.0,50.7324428,23.0218479,0,0.0
25613,wysokie ryzyko,11.718883698677892,11.718883698677892,6.0,2612022,ŚWIĘTOKRZYSKIE,staszowski,Łubnice,56.34,C,modernizacja_or_new,not_priced_as_integration,0,0.0,654250.0,277750.0,50.3466658,21.1686886,0,0.0
22549,wysokie ryzyko,25.0,24.999999999999996,10.0,0607023,LUBELSKIE,kraśnicki,Annopol,56.33,C,modernizacja_or_new,not_priced_as_integration,0,0.0,700850.0,334450.0,50.8420489,21.8537706,0,0.0
9924,wysokie ryzyko,5.821145310339809,5.821145310339809,5.0,1411082,MAZOWIECKIE,makowski,Rzewnie,56.33,C,modernizacja_or_new,not_priced_as_integration,0,0.0,652900.0,550600.0,52.7992937,21.2686737,0,0.0
26214,wysokie ryzyko,22.597476595453983,19.35821752803552,6.0,1204042,MAŁOPOLSKIE,dąbrowski,Mędrzechów,56.32,C,modernizacja_or_new,not_priced_as_integration,0,0.0,639000.0,269400.0,50.2753905,20.9513436,0,0.0
11993,wysokie ryzyko,9.722583007823456,9.722583007823456,15.0,1434063,MAZOWIECKIE,wołomiński,Jadów,56.32,C,modernizacja_or_new,not_priced_as_integration,0,0.0,676900.0,521700.0,52.5323397,21.6088823,0,0.0
13621,wysokie ryzyko,19.695578830459496,19.475849573903687,1.0,1465011,MAZOWIECKIE,Warszawa,Warszawa,56.31,C,modernizacja_or_new,not_priced_as_integration,0,0.0,638550.0,499150.0,52.3407882,21.0343898,0,0.0
27985,wysokie ryzyko,19.63182774940318,19.604299615635203,5.0,1213062,MAŁOPOLSKIE,oświęcimski,Oświęcim,56.31,C,modernizacja_or_new,not_priced_as_integration,0,0.0,510000.0,239150.0,50.0195428,19.1396326,0,0.0
28828,wysokie ryzyko,16.351060170833453,11.773974393886617,4.0,1213043,MAŁOPOLSKIE,oświęcimski,Kęty,56.31,C,modernizacja_or_new,not_priced_as_integration,0,0.0,515750.0,225350.0,49.8952633,19.2193561,0,0.0
27677,wysokie ryzyko,10.65779569663224,10.65779569663224,3.0,1804042,PODKARPACKIE,jarosławski,Jarosław,56.31,C,modernizacja_or_new,not_priced_as_integration,0,0.0,767950.0,242850.0,49.9926134,22.7398246,0,0.0
18228,wysokie ryzyko,23.82811161626145,22.955207010271486,4.0,0614112,LUBELSKIE,puławski,Żyrzyn,56.3,C,modernizacja_or_new,not_priced_as_integration,0,0.0,709200.0,415800.0,51.5698218,22.0196937,0,0.0
12685,wysokie ryzyko,12.375906782427876,12.375906782427876,35.0,1419112,MAZOWIECKIE,płocki,Słubice,56.29,C,modernizacja_or_new,not_priced_as_integration,0,0.0,558800.0,510150.0,52.4540599,19.8655619,0,0.0
29974,wysokie ryzyko,6.923372412373228,6.923372412373228,1.0,2403042,ŚLĄSKIE,cieszyński,Brenna,56.29,C,modernizacja_or_new,not_priced_as_integration,0,0.0,495950.0,205250.0,49.7146162,18.9438037,0,0.0
9641,wysokie ryzyko,22.981563680562115,22.981563680562115,12.0,0401072,KUJAWSKO-POMORSKIE,aleksandrowski,Raciążek,56.28,C,modernizacja_or_new,not_priced_as_integration,0,0.0,491300.0,554550.0,52.8564303,18.8707522,0,0.0
23552,wysokie ryzyko,10.748700193709148,10.586785851032936,6.0,2404132,ŚLĄSKIE,częstochowski,Poczesna,56.27,C,modernizacja_or_new,not_priced_as_integration,0,0.0,510450.0,314650.0,50.6987456,19.1480132,0,0.0
8672,wysokie ryzyko,18.63648949210087,20.512375265404845,22.0,3206023,ZACHODNIOPOMORSKIE,gryfiński,Cedynia,56.25,C,modernizacja_or_new,not_priced_as_integration,0,0.0,174100.0,575300.0,52.9439421,14.1470541,0,0.0
28300,wysokie ryzyko,18.895978906176865,18.895978906176865,4.0,1213062,MAŁOPOLSKIE,oświęcimski,Oświęcim,56.24,C,modernizacja_or_new,not_priced_as_integration,0,0.0,515100.0,234750.0,49.9798499,19.2106718,0,0.0
